id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
309;1300000;Drama;tt0154420;da;Festen;A Danish film produced in the Dogma style by Thomas Vinterberg that portrays a family having a party for their father when one son makes a toast speech that tells the truth about the murder of their eldest sister possibly involving the father.;1.45256;Nordic Film;Denmark;20/05/1998;0;105;Dansk;Released;;The Celebration;7.7;192;3;2;3
310;80000000;Fantasy|Comedy;tt0315327;en;Bruce Almighty;"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.";6.722698;Universal Pictures;United States of America;23/05/2003;484572835;101;English;Released;In Bruce we trust;Bruce Almighty;6.4;2705;4;1;1
311;30000000;Drama|Crime;tt0087843;en;Once Upon a Time in America;A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.;2.668609;Warner Bros.;Italy;16/02/1984;0;229;English;Released;Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.;Once Upon a Time in America;8.2;953;2;2;3
312;0;Drama;tt0116692;de;Jenseits der Stille;Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.;0.221161;Roxy Film;Germany;18/12/1996;0;109;Deutsch;Released;;Beyond Silence;6.6;11;2;1;1
313;12000000;Romance|Drama;tt0448124;en;Snow Cake;A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.;1.212835;Revolution Films;Canada;09/02/2006;1381665;112;English;Released;;Snow Cake;7.1;43;2;2;2
314;100000000;Action|Crime;tt0327554;en;Catwoman;"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail.";2.895551;Village Roadshow Pictures;United States of America;22/07/2004;82102379;104;Español;Released;CATch her in IMAX;Catwoman;4.2;729;6;1;2
315;45000;Action|Crime;tt0059170;en;Faster, Pussycat! Kill! Kill!;Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.;1.944672;Eve Productions Inc.;United States of America;06/08/1965;0;83;English;Released;Go-Go For a Wild Ride With the ACTION GIRLS!;Faster, Pussycat! Kill! Kill!;6.5;53;1;1;1
316;600000;Comedy|Drama;tt0304126;de;Halbe Treppe;In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.;0.065379;Peter Rommel Productions;Germany;12/02/2002;0;111;Deutsch;Released;;Grill Point;6.9;7;1;1;1
317;0;Drama|History;tt0464029;bs;Grbavica;A woman and her daughter struggle to make their way through the aftermath of the Balkan war.;0.126918;Coop 99;Bosnia and Herzegovina;01/03/2006;0;90;Bosanski;Released;;Grbavica: The Land of My Dreams;6.9;15;4;4;2
318;8000000;Drama|Thriller;tt0120753;en;The Million Dollar Hotel;The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living. The film was made in collaboration with Bono and the soundtrack is also from U2.;2.163958;Kintop Pictures;United States of America;09/02/2000;0;122;English;Released;;The Million Dollar Hotel;5.8;70;1;2;2
319;12500000;Action|Thriller|Crime|Romance;tt0108399;en;True Romance;Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.;3.314334;Davis-Films;United States of America;09/09/1993;12281551;120;English;Released;Stealing, Cheating, Killing. Who said romance was dead?;True Romance;7.5;708;4;1;2
320;46000000;Crime|Mystery|Thriller;tt0278504;en;Insomnia;Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.;3.755631;Section Eight;United States of America;24/05/2002;113714830;118;English;Released;A tough cop. A brilliant killer. An unspeakable crime.;Insomnia;6.8;1022;3;1;1
321;4361898;Comedy|Romance;tt0330602;en;Mambo Italiano;"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.";0.81891;icon;Canada;06/06/2003;3031801;92;English;Released;Things change. Family doesn't.;Mambo Italiano;5.5;24;1;1;3
322;25000000;Thriller|Crime|Drama|Mystery;tt0327056;en;Mystic River;A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.;3.764803;Village Roadshow Pictures;United States of America;07/10/2003;156822020;138;English;Released;We bury our sins, we wash them clean.;Mystic River;7.6;1291;4;1;1
326;33000000;Action|Crime|Horror|Thriller;tt0417148;en;Snakes on a Plane;America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.;1.917881;New Line Cinema;United States of America;06/08/2006;62022014;105;English;Released;At 30,000 feet, snakes aren't the deadliest thing on this plane.;Snakes on a Plane;5.1;463;1;1;2
327;12000000;Crime|Drama|Thriller;tt0222851;ja;Brother;A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brother’s gang. This is the first English film by Takeshi Kitano.;1.574837;Bandai Visual Company;United Kingdom;09/09/2000;15250000;114;English;Released;Are You Japanese?;Brother;6.8;100;6;3;4
329;63000000;Adventure|Science Fiction;tt0107290;en;Jurassic Park;A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.;3.020737;Universal Pictures;United States of America;11/06/1993;920100000;127;English;Released;An adventure 65 million years in the making.;Jurassic Park;7.6;4495;2;1;2
330;73000000;Adventure|Action|Science Fiction;tt0119567;en;The Lost World: Jurassic Park;Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.;0.150689;Universal Pictures;United States of America;23/05/1997;229074524;129;English;Released;Something has survived.;The Lost World: Jurassic Park;6.2;2320;2;1;1
331;93000000;Adventure|Action|Thriller|Science Fiction;tt0163025;en;Jurassic Park III;In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.;0.097908;Universal Studios;United States of America;18/07/2001;368780809;92;English;Released;This time, it's not just a walk in the park!;Jurassic Park III;5.7;1940;2;1;2
332;75000000;Action|Adventure|Comedy|Family;tt0141369;en;Inspector Gadget;"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.";2.204748;Walt Disney Pictures;United States of America;23/07/1999;0;78;English;Released;The greatest hero ever assembled.;Inspector Gadget;4.3;289;3;1;4
333;0;Drama|Comedy|Music|Romance;tt0303785;en;Bollywood - Hollywood;The Seth family reside in Canada. While Mr. Seth has passed away, his mom is still alive, living with her daughter-in-law, her son, Rahul, and daughter, Twinky. Both Rahul and Twinky are of marriageable age. Rahul shocks them all when he brings home a gorgeous Kimberly, who he wants to marry, and does get reluctant blessings from his mom and grandma. Before the marriage does take place, Kimberly p;0.522036;Different Tree Same Wood Productions;Canada;01/01/2002;0;101;English;Released;;Bollywood - Hollywood;5.8;3;1;1;1
334;37000000;Drama;tt0175880;en;Magnolia;An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.;4.044102;New Line Cinema;United States of America;08/12/1999;48451803;188;English;Released;Things fall down. People look up. And when it rains, it pours.;Magnolia;7.5;774;3;1;3
335;5000000;Western;tt0064116;it;C'era una volta il West;This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.;4.675855;Paramount Pictures;Spain;21/12/1968;5321508;175;English;Released;There were three men in her life. One to take her... one to love her... and one to kill her.;Once Upon a Time in the West;8.0;1033;3;3;1
336;0;Western;tt0067140;it;Giù la testa;At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.;1.203897;United Artists;Italy;20/10/1971;0;157;Español;Released;Rod Steiger and James Coburn will blow you apart in;Duck, You Sucker;7.6;161;3;1;2
